txtkontakid;status;umur;gender;prov;produk_kes;bekerja;payday;saudara
2011-RO72724;0;50-70 Tahun;1;DKI JAKARTA;0;1;0;-1
1508-F214182;0;40-50 Tahun;1;DKI JAKARTA;0;0;0;-1
2003-T042692;0;20-30 Tahun;1;JAWA BARAT;0;1;0;0
1312-D105220;0;40-50 Tahun;1;JAWA TIMUR;0;0;0;-1
1809-T563998;0;20-30 Tahun;1;JAWA TIMUR;0;1;0;-1
1901-T043832;0;30-40 Tahun;1;SUMATERA UTARA;0;0;0;-1
1909-1527509;0;20-30 Tahun;1;BANTEN;0;1;0;-1
2102-CX94317;0;20-30 Tahun;1;KEPULAUAN RIAU;0;0;0;-1
2102-I891066;0;20-30 Tahun;1;BANTEN;0;1;0;-1
1910-T754673;0;20-30 Tahun;1;JAWA BARAT;0;0;0;-1
2012-P755747;0;20-30 Tahun;1;JAWA TIMUR;0;0;1;-1
2004-CV06992;0;30-40 Tahun;1;JAWA TIMUR;0;0;0;-1
1912-W566132;0;40-50 Tahun;1;RIAU;0;0;0;2
2012-D428454;0;30-40 Tahun;1;JAWA TIMUR;0;0;0;-1
1105-1892139;0;40-50 Tahun;0;JAWA TENGAH;0;1;0;-1
2007-PQ45963;0;40-50 Tahun;1;JAWA BARAT;0;1;0;0
1201-5410958;0;40-50 Tahun;1;KEPULAUAN RIAU;0;1;0;-1
2102-Q762241;0;20-30 Tahun;1;JAWA TENGAH;0;0;0;-1
2010-Q783313;0;30-40 Tahun;1;JAWA BARAT;0;1;1;-1
2012-TX23299;0;20-30 Tahun;1;JAWA BARAT;0;0;0;-1
1412-D471613;0;30-40 Tahun;1;DKI JAKARTA;0;0;0;-1
2003-Z775521;0;20-30 Tahun;1;SULAWESI SELATAN;0;1;0;-1
2011-PQ37700;0;20-30 Tahun;1;BALI;0;1;0;-1
1502-7032306;0;30-40 Tahun;1;JAWA BARAT;0;1;0;-1
1911-PW53463;0;30-40 Tahun;1;DKI JAKARTA;0;0;0;1
1004-1096099;0;30-40 Tahun;1;JAWA BARAT;0;1;0;1
1901-1577103;0;20-30 Tahun;1;RIAU;0;1;0;0
1901-YXC1187;0;30-40 Tahun;1;JAWA TIMUR;0;1;0;0
2012-OP85898;0;30-40 Tahun;1;JAWA BARAT;0;1;0;-1
1802-K457506;0;30-40 Tahun;1;JAWA BARAT;0;0;1;-1
2011-EV16877;0;20-30 Tahun;1;KALIMANTAN TIMUR;0;0;0;-1
2109-PR18319;0;30-40 Tahun;1;SUMATERA UTARA;0;0;0;-1
1901-M305733;0;30-40 Tahun;1;SULAWESI SELATAN;0;1;0;-1
2101-CX17433;0;20-30 Tahun;1;SULAWESI SELATAN;0;0;0;-1
2105-KR10727;0;30-40 Tahun;1;JAWA TENGAH;0;1;0;-1
2203-I881304;0;20-30 Tahun;1;DIY YOGYAKARTA;0;0;0;-1
2109-PM41781;0;30-40 Tahun;1;BALI;0;0;0;-1
2012-PW08068;0;20-30 Tahun;1;JAWA BARAT;0;1;0;-1
2110-PM49919;0;30-40 Tahun;1;BANTEN;0;0;0;-1
2010-PW54999;0;30-40 Tahun;1;SULAWESI UTARA;0;0;0;-1
1105-1890848;0;30-40 Tahun;1;SUMATERA SELATAN;0;0;0;-1
1702-J362036;0;40-50 Tahun;1;BANTEN;0;0;0;-1
2002-Q768618;0;30-40 Tahun;1;BALI;0;1;0;-1
1207-5314531;0;40-50 Tahun;1;JAWA TENGAH;0;1;0;-1
1901-T715238;0;20-30 Tahun;1;JAWA TIMUR;0;0;0;-1
1606-2518683;1;30-40 Tahun;1;JAWA TIMUR;0;1;0;1
1910-Q830893;0;30-40 Tahun;1;DKI JAKARTA;0;0;1;-1
1412-F139589;0;30-40 Tahun;1;SUMATERA UTARA;0;0;1;-1
1901-D653418;0;30-40 Tahun;1;DKI JAKARTA;0;0;0;-1
1911-W550037;0;30-40 Tahun;1;BANTEN;0;1;1;-1
2101-T025470;0;30-40 Tahun;1;JAWA BARAT;0;0;1;-1
2009-Q850599;0;20-30 Tahun;1;JAWA BARAT;0;1;0;-1
1908-PQ49221;0;20-30 Tahun;1;JAWA BARAT;0;1;1;-1
1910-Z769653;0;30-40 Tahun;1;JAWA BARAT;0;0;0;-1
1808-3079788;0;20-30 Tahun;1;DKI JAKARTA;0;1;0;-1
1901-F056776;0;20-30 Tahun;1;JAWA BARAT;0;0;0;-1
2109-NUU4774;0;30-40 Tahun;1;BANTEN;0;0;0;-1
2011-PW26443;0;20-30 Tahun;1;JAWA TIMUR;0;1;0;-1
2112-ZW41489;0;20-30 Tahun;1;JAWA TENGAH;0;0;0;-1
1804-J884848;0;30-40 Tahun;1;JAWA TENGAH;0;0;1;1
2105-B8F1877;0;20-30 Tahun;1;LAMPUNG;0;0;0;-1
2004-CX99418;0;40-50 Tahun;0;BANTEN;0;1;1;-1
1105-1793114;0;40-50 Tahun;1;JAWA BARAT;0;1;0;-1
1905-PQ71521;0;20-30 Tahun;1;DKI JAKARTA;0;0;0;-1
2011-Q873027;0;50-70 Tahun;1;JAWA TIMUR;0;0;0;-1
1804-H934622;0;30-40 Tahun;1;BANTEN;0;1;1;-1
2102-OP81490;0;50-70 Tahun;1;JAWA TIMUR;0;1;1;-1
1712-D662058;0;20-30 Tahun;1;SUMATERA UTARA;0;1;0;-1
2101-OP43278;0;20-30 Tahun;1;JAWA BARAT;0;1;0;-1
1909-OP78714;0;20-30 Tahun;1;JAWA TIMUR;0;0;0;-1
2104-CX70424;0;20-30 Tahun;1;JAMBI;0;0;1;-1
2012-PQ99106;0;20-30 Tahun;1;DIY YOGYAKARTA;0;0;0;-1
2003-MRC0961;0;30-40 Tahun;1;JAWA TIMUR;0;0;0;0
2104-D665404;0;30-40 Tahun;1;JAWA TIMUR;0;0;0;-1
2012-T552692;0;20-30 Tahun;1;SUMATERA SELATAN;0;1;0;-1
1808-H927265;0;30-40 Tahun;1;SUMATERA SELATAN;0;0;1;-1
1201-6838310;1;30-40 Tahun;1;JAWA TENGAH;0;1;0;0
1408-4385831;0;30-40 Tahun;1;JAWA TIMUR;0;1;1;-1
2112-IS51472;0;30-40 Tahun;1;RIAU;0;0;1;-1
1903-OP57703;0;30-40 Tahun;1;DKI JAKARTA;0;0;0;1
2011-Q836917;0;40-50 Tahun;1;KALIMANTAN BARAT;0;0;0;-1
2010-E452433;0;30-40 Tahun;1;LAMPUNG;0;1;0;-1
1903-Q865101;0;30-40 Tahun;1;JAWA TENGAH;0;1;0;-1
2005-CX52159;0;30-40 Tahun;1;KEPULAUAN RIAU;0;0;0;-1
1907-OP67494;0;30-40 Tahun;0;JAWA TENGAH;0;0;0;-1
1411-3945038;0;50-70 Tahun;1;SUMATERA UTARA;0;0;0;-1
2002-OI18940;0;30-40 Tahun;1;JAWA TIMUR;0;1;1;-1
1103-1972862;0;40-50 Tahun;1;JAWA TENGAH;0;1;0;-1
2007-Q657434;0;30-40 Tahun;1;DKI JAKARTA;0;1;0;-1
1809-T581849;0;30-40 Tahun;1;JAWA TENGAH;0;0;0;-1
2001-AN01011;0;30-40 Tahun;1;JAWA BARAT;0;0;1;-1
1908-OP80952;0;30-40 Tahun;1;JAWA BARAT;0;0;0;-1
2103-PQ18893;0;20-30 Tahun;1;JAWA TIMUR;0;0;1;-1
2011-R073093;0;20-30 Tahun;1;JAWA TENGAH;0;1;0;-1
2109-PM18157;0;30-40 Tahun;1;JAWA BARAT;0;0;0;-1
2009-OP85584;0;20-30 Tahun;1;JAWA TIMUR;0;0;1;-1
1003-1711768;0;40-50 Tahun;1;JAWA TENGAH;0;0;0;-1
1506-E377748;0;40-50 Tahun;1;KEPULAUAN RIAU;0;0;0;-1
2103-M288890;0;30-40 Tahun;1;SULAWESI SELATAN;0;0;0;-1
2108-Q825053;0;20-30 Tahun;1;BENGKULU;0;1;0;-1
1209-6624658;0;40-50 Tahun;1;JAWA BARAT;0;0;0;-1
1206-7416736;0;30-40 Tahun;1;JAWA TIMUR;0;1;0;-1
1401-C908211;0;40-50 Tahun;1;BANTEN;0;0;1;-1
1904-T068536;0;30-40 Tahun;1;NUSA TENGGARA BARAT;0;0;0;-1
1908-T562981;0;20-30 Tahun;1;DKI JAKARTA;0;1;0;-1
1810-D653813;0;30-40 Tahun;1;JAWA TIMUR;0;0;0;-1
1803-D277224;0;30-40 Tahun;1;SULAWESI SELATAN;0;1;0;-1
1412-3122955;0;30-40 Tahun;1;JAWA TENGAH;0;0;1;-1
2004-PW23593;0;20-30 Tahun;1;JAWA BARAT;0;0;1;-1
1211-7402865;1;40-50 Tahun;1;DKI JAKARTA;0;0;0;-1
1507-F213533;0;>70 Tahun;1;DKI JAKARTA;0;1;0;-1
2012-W567232;0;30-40 Tahun;1;BANTEN;0;0;1;-1
1809-PPX1870;0;20-30 Tahun;1;JAMBI;0;0;0;-1
2002-MRC9872;0;20-30 Tahun;1;JAWA TIMUR;0;0;0;0
2010-OI68386;0;20-30 Tahun;1;BALI;0;1;0;-1
2105-IS25847;0;20-30 Tahun;1;JAWA TIMUR;0;0;0;-1
1706-W715624;0;20-30 Tahun;1;JAWA BARAT;0;1;0;-1
2004-1280895;0;30-40 Tahun;1;JAWA BARAT;0;0;1;-1
1306-6599680;0;40-50 Tahun;1;JAWA TENGAH;0;0;1;-1
1903-H126576;1;30-40 Tahun;1;JAWA TIMUR;0;1;0;-1
2110-IS48064;0;40-50 Tahun;1;SUMATERA SELATAN;0;0;0;-1
2010-EV18307;0;20-30 Tahun;1;BALI;0;1;0;-1
2009-OP36934;0;20-30 Tahun;1;BALI;0;1;1;-1
2011-Q620648;0;20-30 Tahun;1;SUMATERA BARAT;0;1;0;-1
2102-Q826862;0;20-30 Tahun;1;JAWA TIMUR;0;0;0;-1
2103-LL10480;0;50-70 Tahun;0;JAWA TENGAH;0;1;0;-1
2111-PM24980;0;20-30 Tahun;1;BALI;0;1;0;-1
1903-OI05638;0;20-30 Tahun;1;SULAWESI SELATAN;0;0;0;-1
1806-J366833;0;30-40 Tahun;1;DKI JAKARTA;0;1;1;0
1903-OP65935;0;20-30 Tahun;1;DKI JAKARTA;0;0;0;-1
2012-OI09158;0;20-30 Tahun;1;KALIMANTAN BARAT;0;0;0;-1
1501-E449281;0;30-40 Tahun;1;JAWA BARAT;0;1;0;-1
2011-T029875;0;30-40 Tahun;1;BALI;0;0;0;-1
0811-8879324;0;30-40 Tahun;1;SUMATERA UTARA;0;0;0;1
1106-1855092;0;30-40 Tahun;1;NUSA TENGGARA BARAT;0;1;0;0
1910-Q836135;0;30-40 Tahun;1;SUMATERA UTARA;0;1;0;-1
1407-5311522;0;40-50 Tahun;1;SUMATERA UTARA;0;1;1;-1
2109-LTK2334;0;50-70 Tahun;1;JAWA BARAT;0;0;1;-1
2009-PQ28929;1;40-50 Tahun;1;JAWA TIMUR;0;0;1;-1
1002-1085465;0;40-50 Tahun;1;BANTEN;0;1;0;0
2105-T551003;0;20-30 Tahun;1;BALI;0;1;0;-1
2006-PO71743;0;30-40 Tahun;1;BALI;0;1;1;-1
2103-PR18874;0;40-50 Tahun;1;DIY YOGYAKARTA;0;0;0;-1
1808-4547566;0;20-30 Tahun;1;DKI JAKARTA;0;1;0;-1
2012-Q861133;0;30-40 Tahun;1;RIAU;0;1;0;-1
1902-Q779338;0;20-30 Tahun;1;JAWA BARAT;0;0;0;-1
1804-K459531;0;20-30 Tahun;1;JAWA TENGAH;0;1;0;-1
1508-D270127;0;40-50 Tahun;1;SUMATERA BARAT;0;0;0;-1
2009-TR01849;0;50-70 Tahun;1;JAWA TENGAH;0;0;0;-1
2105-CV18502;0;20-30 Tahun;1;JAWA TIMUR;0;0;0;-1
2009-AO17774;0;20-30 Tahun;1;JAWA BARAT;0;0;0;-1
0909-1614866;0;30-40 Tahun;1;BALI;0;1;0;-1
2103-KR13779;0;20-30 Tahun;1;SULAWESI SELATAN;0;0;0;-1
1206-5395548;0;40-50 Tahun;1;JAWA BARAT;1;0;0;-1
2102-LLK2728;0;20-30 Tahun;1;DKI JAKARTA;0;0;0;-1
2110-CD23395;0;30-40 Tahun;1;NUSA TENGGARA TIMUR;0;1;0;-1
1110-5009834;0;40-50 Tahun;1;DKI JAKARTA;0;1;0;-1
1304-6812298;0;40-50 Tahun;1;JAWA TIMUR;1;0;0;-1
1801-3072453;0;30-40 Tahun;1;JAWA TENGAH;0;0;0;-1
2012-T578290;0;20-30 Tahun;1;SUMATERA UTARA;0;1;1;-1
1907-YXC3162;0;30-40 Tahun;1;BANTEN;0;0;0;-1
2103-OI85570;0;30-40 Tahun;1;DKI JAKARTA;0;1;0;-1
2001-AN11505;0;20-30 Tahun;1;JAWA TIMUR;0;1;1;-1
2007-Q823159;0;20-30 Tahun;1;JAWA TENGAH;0;1;0;-1
2101-AX28988;0;30-40 Tahun;1;BANTEN;0;1;0;-1
2201-PRR4388;0;20-30 Tahun;1;DKI JAKARTA;0;0;0;-1
2008-AN04481;0;30-40 Tahun;1;JAWA BARAT;0;1;0;-1
2012-I897139;0;30-40 Tahun;1;BANTEN;0;0;0;-1
1610-J128732;0;20-30 Tahun;1;JAWA TIMUR;0;1;0;-1
1803-J366006;0;50-70 Tahun;1;JAWA BARAT;0;0;0;-1
1608-3076264;0;30-40 Tahun;1;DKI JAKARTA;0;1;1;-1
2012-OP39423;0;30-40 Tahun;1;BALI;0;0;1;-1
2012-CX61107;0;30-40 Tahun;1;BALI;0;0;0;-1
1905-PKL8728;0;20-30 Tahun;1;JAWA BARAT;0;1;0;-1
2011-I881965;0;20-30 Tahun;1;JAWA TIMUR;0;1;0;-1
2011-Q824280;0;30-40 Tahun;1;LAMPUNG;0;0;0;-1
2005-PKL6861;0;20-30 Tahun;1;JAWA BARAT;0;0;0;-1
2102-CX83282;0;30-40 Tahun;1;KEPULAUAN RIAU;0;0;0;-1
2101-P618044;0;20-30 Tahun;1;JAWA TIMUR;0;1;0;-1
1901-PPX2655;0;30-40 Tahun;1;DKI JAKARTA;0;1;0;-1
2101-OP61912;0;30-40 Tahun;1;SUMATERA UTARA;0;0;0;-1
1905-OI63818;0;20-30 Tahun;1;DKI JAKARTA;0;0;0;-1
1602-2635104;0;30-40 Tahun;1;JAWA BARAT;0;0;0;-1
0602-0009742;0;<20 Tahun;1;JAWA BARAT;0;1;0;0
1609-1282515;0;30-40 Tahun;1;JAWA BARAT;0;1;0;-1
1810-H216905;0;20-30 Tahun;1;JAWA BARAT;0;0;1;-1
2002-OP27389;0;30-40 Tahun;1;KEPULAUAN RIAU;0;0;0;-1
1904-W554453;0;20-30 Tahun;1;DKI JAKARTA;0;0;0;-1
2010-Q763801;0;30-40 Tahun;1;JAWA BARAT;0;0;0;-1
2007-Q798601;0;20-30 Tahun;1;DIY YOGYAKARTA;0;0;0;-1
1606-4374548;0;30-40 Tahun;1;JAWA BARAT;0;0;0;-1
1503-F218543;0;40-50 Tahun;1;JAWA BARAT;0;1;0;0
2102-LLK3293;0;20-30 Tahun;1;JAWA TENGAH;0;1;0;-1
0905-1181029;0;30-40 Tahun;1;KALIMANTAN BARAT;0;1;0;-1
1908-PO69274;0;20-30 Tahun;1;DKI JAKARTA;0;0;0;-1
1604-D085864;0;40-50 Tahun;1;KALIMANTAN TIMUR;0;0;0;2
1310-C914403;0;30-40 Tahun;1;KALIMANTAN TIMUR;0;1;0;-1
2002-P616416;0;20-30 Tahun;1;SUMATERA UTARA;0;0;0;-1
2011-CX72720;0;20-30 Tahun;1;JAWA BARAT;0;0;0;-1
1207-4001114;0;40-50 Tahun;1;SUMATERA UTARA;0;1;0;-1
2102-TR14180;0;<20 Tahun;1;PAPUA;0;0;0;-1
2101-AF02388;0;20-30 Tahun;1;JAWA TIMUR;0;0;0;-1
2011-OP33518;0;30-40 Tahun;1;KEPULAUAN BANGKA BELITUNG;0;0;0;-1
1804-H362353;0;30-40 Tahun;1;DIY YOGYAKARTA;0;0;1;-1
2009-OP37869;0;20-30 Tahun;1;PAPUA;0;0;0;-1
0907-1104063;0;30-40 Tahun;1;SUMATERA BARAT;0;0;0;-1
1904-3927943;0;20-30 Tahun;1;DI  ACEH;0;1;0;-1
1502-D093180;0;30-40 Tahun;1;KEPULAUAN RIAU;0;0;0;-1
1901-Z773798;0;30-40 Tahun;1;JAWA TIMUR;0;0;1;-1
2103-LL20994;0;20-30 Tahun;1;JAWA BARAT;0;0;1;-1
2012-4388496;0;30-40 Tahun;0;JAWA TIMUR;0;1;0;-1
2005-I893351;0;20-30 Tahun;1;JAWA BARAT;0;1;0;-1
0603-0017666;0;<20 Tahun;1;JAWA BARAT;1;1;1;2
2009-KLK2270;0;20-30 Tahun;1;JAWA BARAT;0;1;0;-1
1210-5448576;0;30-40 Tahun;1;KALIMANTAN BARAT;0;1;0;-1
1905-OI65450;0;20-30 Tahun;1;JAWA TIMUR;0;0;1;-1
2106-T563135;1;30-40 Tahun;1;JAWA TIMUR;0;1;1;-1
2009-J364297;0;20-30 Tahun;1;JAWA BARAT;0;0;1;-1
1603-D275291;0;50-70 Tahun;1;JAWA TIMUR;0;1;1;-1
2111-4CX3725;0;40-50 Tahun;1;JAWA TIMUR;0;0;0;-1
1109-1812948;0;30-40 Tahun;1;JAWA BARAT;0;1;0;0
1711-K080637;1;30-40 Tahun;1;JAWA TIMUR;0;1;0;-1
2009-AF01978;0;30-40 Tahun;1;BALI;0;1;0;-1
1905-PQ62716;0;20-30 Tahun;1;SUMATERA UTARA;0;1;0;-1
2103-KLK8303;0;20-30 Tahun;1;SUMATERA UTARA;0;1;0;-1
1408-4388894;0;50-70 Tahun;1;JAWA TENGAH;0;1;0;-1
2011-T032103;0;20-30 Tahun;1;RIAU;0;1;0;-1
1806-F141504;0;20-30 Tahun;1;BANTEN;0;0;0;-1
1909-RO70081;0;30-40 Tahun;1;JAWA TIMUR;0;1;0;-1
1405-D097874;0;40-50 Tahun;1;SUMATERA UTARA;0;1;0;-1
1312-D278869;0;30-40 Tahun;1;JAWA TIMUR;0;1;0;-1
2110-CPM1938;0;20-30 Tahun;1;JAWA TIMUR;0;1;0;-1
2101-I887969;0;20-30 Tahun;1;JAWA BARAT;0;1;0;-1
2012-TR04219;0;30-40 Tahun;1;KALIMANTAN BARAT;0;0;1;-1
1803-H168239;0;30-40 Tahun;1;DKI JAKARTA;0;0;1;-1
2111-RT00945;0;40-50 Tahun;0;JAWA BARAT;0;1;0;-1
2009-Q850161;0;20-30 Tahun;1;JAWA BARAT;0;0;0;-1
1004-1525096;0;40-50 Tahun;1;SUMATERA UTARA;1;1;0;-1
2012-OI65554;0;20-30 Tahun;1;KEPULAUAN RIAU;0;0;0;-1
2103-ZW20672;0;20-30 Tahun;1;BALI;0;1;1;-1
1005-1706911;0;30-40 Tahun;1;DKI JAKARTA;0;1;0;1
0810-8869232;0;40-50 Tahun;1;JAWA BARAT;0;1;0;-1
2102-I886789;0;30-40 Tahun;1;SUMATERA UTARA;0;0;0;-1
1803-Y937334;0;30-40 Tahun;1;DKI JAKARTA;0;0;0;-1
2011-OP57919;0;20-30 Tahun;1;JAWA TENGAH;0;0;0;-1
2102-TR12460;0;30-40 Tahun;1;KALIMANTAN BARAT;0;1;0;-1
1507-E466673;0;20-30 Tahun;1;JAWA BARAT;0;1;0;-1
1903-W597355;0;20-30 Tahun;1;KALIMANTAN SELATAN;0;0;0;-1
1504-E234459;0;30-40 Tahun;1;KALIMANTAN BARAT;0;0;0;-1
1609-Y933299;0;50-70 Tahun;1;JAWA BARAT;0;1;0;-1
2012-F057667;0;40-50 Tahun;1;DKI JAKARTA;0;0;1;-1
2012-W570215;0;30-40 Tahun;1;JAWA TIMUR;0;1;0;-1
1203-6545431;0;40-50 Tahun;1;KALIMANTAN TIMUR;0;1;0;-1
2110-YXC0318;0;30-40 Tahun;0;SUMATERA UTARA;0;1;0;-1
1903-OP74032;0;30-40 Tahun;1;BANTEN;0;1;0;-1
1802-F215271;0;20-30 Tahun;1;JAWA BARAT;0;1;1;-1
2008-M279037;0;20-30 Tahun;1;JAWA BARAT;0;1;0;-1
1901-T570691;0;30-40 Tahun;0;SUMATERA SELATAN;0;0;0;-1
1910-W548109;0;20-30 Tahun;1;DKI JAKARTA;0;0;1;-1
1607-D662262;0;20-30 Tahun;1;DKI JAKARTA;0;1;0;-1
1907-OI32400;0;20-30 Tahun;1;DIY YOGYAKARTA;0;1;0;-1
1204-5385524;0;40-50 Tahun;1;JAWA TIMUR;0;0;0;3
1906-PW08282;0;20-30 Tahun;1;DKI JAKARTA;0;0;0;-1
1811-X507752;0;20-30 Tahun;1;JAWA BARAT;0;1;0;0
1904-OP27630;0;30-40 Tahun;1;SUMATERA SELATAN;0;0;0;-1
1411-6633237;0;30-40 Tahun;1;JAWA TIMUR;0;1;0;-1
2011-AF09256;0;<20 Tahun;1;RIAU;0;1;0;0
2003-ZC24301;0;<20 Tahun;1;JAWA TIMUR;0;0;0;-1
1409-E525834;0;30-40 Tahun;1;BANTEN;0;1;0;-1
1803-K084926;0;20-30 Tahun;1;JAWA BARAT;0;1;1;-1
2012-CX62197;0;30-40 Tahun;1;PAPUA;0;1;0;-1
1304-5577785;0;40-50 Tahun;1;DKI JAKARTA;0;0;0;-1
1603-H196940;0;30-40 Tahun;1;BANTEN;0;1;0;-1
1802-J889656;0;30-40 Tahun;1;KALIMANTAN TIMUR;0;1;1;-1
2010-RT07652;0;20-30 Tahun;1;JAWA BARAT;0;1;0;-1
1905-PQ74169;0;20-30 Tahun;1;DI  ACEH;0;0;0;-1
1805-J871299;0;20-30 Tahun;1;JAWA BARAT;0;1;0;-1
2012-B8A9485;0;20-30 Tahun;1;BALI;0;0;0;-1
1301-6840649;0;30-40 Tahun;1;SUMATERA SELATAN;0;0;0;-1
1907-AO22898;0;30-40 Tahun;1;DI  ACEH;0;1;0;-1
1611-D277694;0;30-40 Tahun;1;JAWA BARAT;0;1;0;-1
2012-KLK2315;0;20-30 Tahun;1;DKI JAKARTA;0;0;0;-1
1501-2487611;0;40-50 Tahun;1;DIY YOGYAKARTA;0;1;0;-1
1804-C910568;0;20-30 Tahun;1;JAWA TENGAH;1;0;0;-1
2011-OI67056;0;50-70 Tahun;1;BANTEN;0;0;0;-1
2105-W515179;0;50-70 Tahun;1;SUMATERA UTARA;0;0;0;-1
2103-Q571810;0;20-30 Tahun;1;BANTEN;0;0;0;-1
2009-J362935;0;20-30 Tahun;1;JAWA TENGAH;0;0;0;1
1409-1640395;0;20-30 Tahun;1;JAWA BARAT;0;0;0;-1
1511-H281106;0;50-70 Tahun;1;JAWA TENGAH;0;0;0;-1
1804-1578025;0;30-40 Tahun;1;JAWA BARAT;0;0;0;1
2006-Q794212;0;20-30 Tahun;1;JAWA TIMUR;0;1;0;-1
1209-5382126;0;40-50 Tahun;1;BALI;0;0;0;-1
1102-1709005;0;50-70 Tahun;1;DKI JAKARTA;1;1;0;-1
2008-OP78759;0;20-30 Tahun;1;JAWA TIMUR;0;0;0;-1
1808-W730468;0;20-30 Tahun;1;JAWA TIMUR;0;0;0;-1
1201-6541059;0;30-40 Tahun;1;KEPULAUAN BANGKA BELITUNG;1;0;0;-1
1709-X504674;0;20-30 Tahun;1;JAWA TIMUR;0;0;0;-1
1408-D102017;0;30-40 Tahun;1;SULAWESI SELATAN;0;1;0;-1
1903-H128828;0;30-40 Tahun;1;JAWA TENGAH;0;1;0;-1
2102-PRR7059;0;20-30 Tahun;1;BALI;0;1;1;-1
2011-PQ95482;0;30-40 Tahun;1;JAWA TIMUR;0;1;0;-1
2101-YXC5509;0;20-30 Tahun;1;JAWA BARAT;0;1;0;-1
1903-W572481;0;20-30 Tahun;1;RIAU;0;0;1;-1
2107-I894150;0;20-30 Tahun;1;DKI JAKARTA;0;0;0;-1
2110-CV15357;0;20-30 Tahun;1;JAWA TIMUR;0;0;0;-1
2102-T556425;0;30-40 Tahun;1;JAWA TIMUR;0;0;0;-1
2012-CX86159;0;30-40 Tahun;1;BALI;0;0;0;-1
2010-OP37141;0;20-30 Tahun;1;JAMBI;0;1;0;-1
2006-W576740;0;30-40 Tahun;1;SULAWESI SELATAN;0;1;0;-1
1306-3114500;0;30-40 Tahun;1;JAWA BARAT;0;1;0;-1
2111-I883518;0;20-30 Tahun;1;JAWA BARAT;0;0;1;-1
2011-Q799441;0;40-50 Tahun;1;JAWA BARAT;0;0;0;-1
2004-E458566;0;20-30 Tahun;1;BANTEN;0;1;1;-1
0708-1131639;0;40-50 Tahun;1;SUMATERA UTARA;0;0;0;1
2008-Q868036;0;30-40 Tahun;1;SULAWESI SELATAN;0;1;0;-1
1206-1645690;0;30-40 Tahun;1;JAWA BARAT;0;1;0;-1
1409-4370620;0;30-40 Tahun;1;JAWA BARAT;0;1;0;-1
1903-Z770906;0;40-50 Tahun;1;JAWA TIMUR;0;0;0;-1
2011-T558059;0;30-40 Tahun;1;JAWA BARAT;0;0;0;-1
2101-AX26605;0;20-30 Tahun;1;PAPUA;0;0;0;-1
1303-6623387;0;40-50 Tahun;1;JAWA TENGAH;0;1;1;-1
2111-ZW42875;0;50-70 Tahun;1;JAWA BARAT;0;0;0;-1
1804-DE12863;0;30-40 Tahun;1;DKI JAKARTA;0;1;0;-1
2110-W517580;0;20-30 Tahun;1;JAWA BARAT;0;0;0;-1
1802-F147040;0;20-30 Tahun;1;SULAWESI TENGAH;0;0;0;-1
1709-FG72437;0;40-50 Tahun;1;JAWA TENGAH;1;1;0;0
1902-T046598;0;30-40 Tahun;1;JAWA BARAT;0;1;0;-1
1602-D279268;0;30-40 Tahun;1;DKI JAKARTA;0;1;0;-1
1711-J871960;1;20-30 Tahun;1;BALI;0;1;0;-1
2102-Q654847;0;20-30 Tahun;1;JAWA TENGAH;0;0;0;-1
2103-PR13112;0;20-30 Tahun;1;SUMATERA UTARA;0;0;0;-1
2012-Q780865;0;20-30 Tahun;1;JAWA TIMUR;0;1;0;-1
2010-T573327;0;20-30 Tahun;1;BALI;0;0;0;-1
2111-LL25816;0;20-30 Tahun;1;JAWA TIMUR;0;0;0;-1
0809-8867658;0;30-40 Tahun;1;KALIMANTAN TIMUR;0;0;0;2
1004-1089620;0;50-70 Tahun;0;JAWA BARAT;0;1;0;-1
2012-M274216;0;30-40 Tahun;1;KALIMANTAN TIMUR;0;0;0;-1
2103-I869497;0;20-30 Tahun;1;JAWA TIMUR;0;0;1;-1
2009-OP63574;0;20-30 Tahun;1;LAMPUNG;0;1;0;-1
2103-B8D3366;0;20-30 Tahun;0;BALI;0;1;0;-1
1501-D352729;1;30-40 Tahun;1;DKI JAKARTA;0;1;0;-1
2012-OP39283;0;20-30 Tahun;1;JAWA TENGAH;0;0;0;-1
1107-1611596;0;30-40 Tahun;1;RIAU;1;0;0;-1
2012-B8A4887;0;40-50 Tahun;0;JAWA BARAT;0;1;0;-1
1812-1285862;0;30-40 Tahun;1;JAWA BARAT;0;0;0;-1
2011-T752274;0;30-40 Tahun;1;JAWA BARAT;0;0;0;-1
1510-F078219;1;30-40 Tahun;1;JAWA BARAT;0;0;0;-1
2103-K798850;0;30-40 Tahun;1;BANTEN;0;0;1;-1
1610-H783128;0;30-40 Tahun;0;JAWA BARAT;0;1;0;-1
2101-OP36516;0;30-40 Tahun;1;JAWA TIMUR;0;0;1;-1
1807-H124706;0;30-40 Tahun;1;JAWA BARAT;0;1;0;-1
1910-P611425;0;20-30 Tahun;1;JAWA BARAT;0;1;0;-1
2103-TR05683;0;20-30 Tahun;1;SULAWESI SELATAN;0;1;0;-1
1803-FG70248;0;30-40 Tahun;1;JAWA BARAT;0;1;0;-1
2102-PQ16723;0;<20 Tahun;1;DKI JAKARTA;0;1;0;-1
2002-AN13598;0;30-40 Tahun;1;BALI;0;1;0;-1
2012-PW45044;0;20-30 Tahun;1;SULAWESI SELATAN;0;0;1;-1
