txtkontakid;status;umur;gender;prov;produk_kes;bekerja;payday;saudara
2012-W567434;0;20-30 Tahun;1;JAMBI;0;1;0;-1
2007-T045989;0;20-30 Tahun;1;JAWA TENGAH;0;0;0;-1
1701-H781977;0;30-40 Tahun;1;DKI JAKARTA;0;1;0;-1
1501-1640740;0;30-40 Tahun;1;SUMATERA UTARA;0;1;1;-1
2104-CV08308;0;30-40 Tahun;0;JAWA BARAT;0;1;1;-1
2102-T555979;0;40-50 Tahun;1;JAWA TENGAH;0;0;0;-1
2010-Q858681;0;20-30 Tahun;1;RIAU;0;0;0;-1
1507-3121815;0;30-40 Tahun;1;LAMPUNG;0;0;1;0
2002-CX90728;0;20-30 Tahun;1;JAWA TIMUR;0;0;0;-1
1908-CX66074;0;30-40 Tahun;1;BANTEN;0;1;1;-1
1210-5399287;1;30-40 Tahun;1;JAWA TIMUR;0;0;1;-1
2004-T554318;0;20-30 Tahun;1;DKI JAKARTA;0;1;0;-1
2011-W544297;0;20-30 Tahun;1;DKI JAKARTA;0;1;0;-1
2011-E454027;0;20-30 Tahun;1;JAWA BARAT;0;1;1;-1
1012-1752000;0;30-40 Tahun;1;JAWA BARAT;0;0;1;-1
2010-Q620733;0;30-40 Tahun;0;JAWA TIMUR;0;1;0;-1
2012-Q762649;0;30-40 Tahun;1;RIAU;0;0;0;-1
1302-5356538;0;30-40 Tahun;1;JAWA TENGAH;0;1;1;-1
2010-W518833;0;20-30 Tahun;1;JAWA TENGAH;0;0;0;-1
1110-1067793;0;30-40 Tahun;1;JAWA BARAT;0;0;0;1
2011-RO76238;0;20-30 Tahun;1;SUMATERA UTARA;0;0;0;-1
1409-2484263;0;40-50 Tahun;1;DKI JAKARTA;0;1;1;-1
2012-Q789790;0;30-40 Tahun;1;KEPULAUAN RIAU;0;0;0;-1
1910-OP81803;0;20-30 Tahun;1;DKI JAKARTA;0;0;0;-1
1903-W583127;0;20-30 Tahun;1;KALIMANTAN TIMUR;0;1;0;-1
2104-OP87455;0;20-30 Tahun;1;JAWA TIMUR;0;1;0;0
1511-6593748;0;30-40 Tahun;1;SUMATERA UTARA;0;1;0;2
1901-T558874;0;20-30 Tahun;1;JAWA TIMUR;0;1;0;-1
1404-4980265;0;30-40 Tahun;1;DIY YOGYAKARTA;0;1;0;-1
2006-Q792764;0;20-30 Tahun;1;NUSA TENGGARA BARAT;0;1;0;-1
1606-H174081;0;30-40 Tahun;1;JAWA TENGAH;0;1;0;-1
2103-Q826438;0;20-30 Tahun;1;JAWA BARAT;0;0;0;-1
2111-PA20780;0;40-50 Tahun;1;JAWA TIMUR;0;0;0;-1
1803-V618951;0;30-40 Tahun;1;KEPULAUAN RIAU;0;1;0;-1
2005-M289784;0;30-40 Tahun;0;JAWA TIMUR;0;0;0;-1
1711-Y932473;0;30-40 Tahun;1;DKI JAKARTA;0;1;0;-1
2009-Q828950;0;20-30 Tahun;1;NUSA TENGGARA BARAT;0;0;0;-1
1912-CX64264;0;30-40 Tahun;1;BANTEN;0;1;0;-1
1612-Y946840;0;30-40 Tahun;1;JAWA BARAT;0;1;0;-1
1612-3927305;1;40-50 Tahun;1;JAWA TIMUR;0;0;0;1
1504-4003738;0;30-40 Tahun;1;JAWA TIMUR;0;0;0;-1
1308-8705302;0;30-40 Tahun;1;KEPULAUAN RIAU;0;0;0;3
1903-I880717;0;20-30 Tahun;1;JAWA BARAT;0;1;0;0
2101-PPX6372;0;20-30 Tahun;1;PAPUA;0;0;1;-1
1604-D471877;0;50-70 Tahun;1;JAWA TIMUR;0;0;1;-1
1803-E159814;0;20-30 Tahun;1;JAWA TIMUR;0;0;0;1
1708-F075206;0;20-30 Tahun;0;JAWA BARAT;0;1;0;-1
1104-1908021;0;30-40 Tahun;1;JAWA TENGAH;0;1;0;-1
2102-OQ15599;0;30-40 Tahun;1;BANTEN;0;0;0;-1
1802-E442637;0;20-30 Tahun;1;JAWA TIMUR;0;0;1;-1
1807-D105860;0;30-40 Tahun;0;JAWA TIMUR;0;1;0;-1
2001-Q870304;0;20-30 Tahun;1;DKI JAKARTA;0;1;0;-1
2101-Q823234;0;20-30 Tahun;1;JAWA BARAT;0;0;1;-1
1807-D664385;0;30-40 Tahun;1;SUMATERA UTARA;0;0;1;-1
1603-D271917;0;30-40 Tahun;1;DKI JAKARTA;0;1;1;-1
1611-D651682;0;50-70 Tahun;1;JAWA TIMUR;0;1;0;-1
2011-W541617;0;50-70 Tahun;1;SUMATERA UTARA;0;0;0;-1
1601-1284930;0;20-30 Tahun;1;BALI;0;1;0;-1
2105-T047208;0;20-30 Tahun;1;JAWA BARAT;0;0;0;-1
1705-6754813;0;20-30 Tahun;1;DI  ACEH;0;0;0;-1
2003-K790208;0;20-30 Tahun;1;BANTEN;0;1;0;-1
1701-J127721;0;30-40 Tahun;1;SUMATERA UTARA;0;1;1;-1
1905-R078692;0;30-40 Tahun;1;JAWA TIMUR;0;1;1;-1
1008-1102835;0;30-40 Tahun;1;SUMATERA UTARA;0;0;0;-1
2011-I867032;0;20-30 Tahun;1;BANTEN;0;1;1;-1
2103-F147115;0;30-40 Tahun;1;JAWA TENGAH;0;0;1;-1
1910-I897782;0;30-40 Tahun;1;SULAWESI SELATAN;0;1;1;-1
1905-1529140;0;30-40 Tahun;1;DKI JAKARTA;1;1;0;-1
2102-I880966;0;30-40 Tahun;1;JAWA TENGAH;0;1;0;-1
2101-RO78492;0;20-30 Tahun;1;JAMBI;0;0;0;-1
2011-K793222;0;20-30 Tahun;1;BANTEN;0;1;0;-1
1607-D470994;0;40-50 Tahun;0;JAWA TIMUR;1;1;0;-1
2010-KLK2807;0;20-30 Tahun;1;JAWA BARAT;0;1;0;-1
2108-CPM5889;0;20-30 Tahun;1;JAWA TIMUR;0;0;1;-1
1201-6615955;0;30-40 Tahun;1;JAWA BARAT;0;1;0;-1
1305-8717800;0;30-40 Tahun;1;JAWA TENGAH;0;1;0;0
2004-E454220;0;30-40 Tahun;1;SUMATERA UTARA;0;0;0;0
2005-Q761640;0;20-30 Tahun;1;JAWA TIMUR;0;0;0;-1
2111-OQ14824;0;30-40 Tahun;1;SUMATERA UTARA;0;1;0;-1
1907-Q851728;0;20-30 Tahun;1;JAWA BARAT;0;0;1;-1
2101-OP33168;0;30-40 Tahun;1;JAWA BARAT;0;1;1;-1
1905-Z775730;0;30-40 Tahun;1;JAWA BARAT;0;1;0;-1
1909-Z768012;0;20-30 Tahun;1;SUMATERA UTARA;0;1;0;-1
2002-OP16657;0;20-30 Tahun;1;JAWA TIMUR;0;0;1;-1
1807-D429740;0;30-40 Tahun;1;KEPULAUAN RIAU;0;0;1;1
2012-OP12971;0;30-40 Tahun;1;JAWA BARAT;0;0;0;-1
1805-D108876;0;40-50 Tahun;1;KALIMANTAN SELATAN;0;0;1;-1
2102-OI08163;0;20-30 Tahun;1;JAWA TIMUR;0;1;0;-1
2103-K790004;0;30-40 Tahun;1;RIAU;0;0;0;-1
2109-NUU4921;0;20-30 Tahun;1;JAWA TIMUR;0;1;0;-1
2011-PKL8894;0;30-40 Tahun;1;JAWA TIMUR;0;0;0;-1
2007-XNH8861;0;20-30 Tahun;1;JAWA BARAT;0;0;0;-1
1801-D650368;0;30-40 Tahun;1;SUMATERA UTARA;0;1;1;-1
2008-AN04295;0;40-50 Tahun;1;JAWA TIMUR;0;1;0;-1
1808-T591848;0;30-40 Tahun;1;JAWA BARAT;0;0;0;-1
1608-E460862;0;40-50 Tahun;1;DKI JAKARTA;0;1;1;1
1804-1288435;0;20-30 Tahun;1;JAWA TENGAH;0;0;0;-1
1302-5417055;0;30-40 Tahun;1;DKI JAKARTA;0;0;1;-1
2007-Q620880;0;30-40 Tahun;1;SUMATERA UTARA;0;0;1;-1
2112-CPM0150;0;40-50 Tahun;1;SUMATERA BARAT;0;0;1;-1
2003-PQ53346;0;30-40 Tahun;1;JAWA TIMUR;0;1;0;-1
2102-PW11402;0;30-40 Tahun;1;JAWA BARAT;0;0;0;-1
2010-PW54909;0;20-30 Tahun;1;BALI;0;0;0;-1
1604-D088833;0;30-40 Tahun;1;DIY YOGYAKARTA;0;0;0;-1
1804-H816052;0;40-50 Tahun;1;JAWA TENGAH;0;0;0;-1
2101-ZW27593;0;20-30 Tahun;1;JAWA TIMUR;0;1;0;-1
2103-Q855879;0;20-30 Tahun;1;SULAWESI UTARA;0;0;1;-1
1307-4101046;0;40-50 Tahun;1;RIAU;0;0;0;-1
1910-CX51413;0;20-30 Tahun;1;LAMPUNG;0;1;0;-1
1202-5386243;0;40-50 Tahun;1;JAWA BARAT;0;1;0;0
1907-PQ46208;0;20-30 Tahun;1;JAWA TENGAH;0;0;0;-1
2111-Q864565;0;30-40 Tahun;1;SUMATERA UTARA;0;1;0;-1
1605-H364588;0;30-40 Tahun;1;JAWA BARAT;0;1;0;-1
1902-T060578;0;30-40 Tahun;1;JAWA TIMUR;0;0;0;-1
1007-1520489;0;30-40 Tahun;1;SUMATERA UTARA;0;1;1;-1
2012-QP12197;0;20-30 Tahun;1;DI  ACEH;0;1;1;-1
2012-W544750;0;20-30 Tahun;1;JAWA BARAT;0;0;0;-1
2101-Q853630;0;20-30 Tahun;1;BANTEN;0;0;0;0
2110-XNH3512;0;50-70 Tahun;1;JAWA BARAT;0;1;1;-1
1410-F043811;0;50-70 Tahun;1;BANTEN;0;0;0;-1
2110-KR09043;0;20-30 Tahun;1;SUMATERA UTARA;0;0;1;-1
1807-H816276;0;40-50 Tahun;1;DKI JAKARTA;0;0;0;-1
2110-Q641354;0;40-50 Tahun;0;JAWA BARAT;0;1;0;-1
1903-Q796599;0;20-30 Tahun;1;DKI JAKARTA;0;0;1;-1
2102-PQ16687;0;20-30 Tahun;1;SUMATERA SELATAN;0;1;0;-1
2108-PA25551;0;30-40 Tahun;0;JAWA BARAT;0;1;0;-1
1808-E156157;0;30-40 Tahun;1;JAWA TIMUR;0;0;0;-1
1805-UTJ2273;0;30-40 Tahun;1;JAWA BARAT;0;1;0;-1
1605-4001603;0;30-40 Tahun;1;BANTEN;0;1;0;-1
2002-M282982;0;20-30 Tahun;1;JAWA TIMUR;0;0;0;-1
1307-7032511;0;30-40 Tahun;1;BANTEN;0;0;0;-1
1308-8721359;0;30-40 Tahun;1;JAWA BARAT;0;1;1;-1
1807-Y929740;0;30-40 Tahun;1;JAWA TENGAH;0;0;0;-1
2003-XNG2819;0;20-30 Tahun;1;JAWA BARAT;0;1;0;-1
2102-PR14659;0;20-30 Tahun;1;JAWA TENGAH;0;0;0;-1
2012-YXC8961;0;30-40 Tahun;1;JAWA BARAT;0;0;0;-1
2105-PW47517;0;30-40 Tahun;1;JAWA TENGAH;0;0;0;-1
2103-R076736;0;20-30 Tahun;1;JAWA TENGAH;0;1;0;0
1603-E155379;0;40-50 Tahun;1;DKI JAKARTA;1;1;0;-1
2102-TR18397;0;30-40 Tahun;1;SUMATERA UTARA;0;1;0;-1
2009-YXC5117;0;20-30 Tahun;1;NUSA TENGGARA TIMUR;0;1;0;-1
1001-1523900;0;30-40 Tahun;1;SUMATERA UTARA;0;1;0;-1
2006-T556230;0;20-30 Tahun;1;JAWA BARAT;0;1;0;-1
1904-RO81780;0;30-40 Tahun;1;JAWA BARAT;0;1;1;-1
2112-PM13368;0;30-40 Tahun;1;JAWA BARAT;0;1;0;-1
2103-W570304;0;20-30 Tahun;1;JAWA TENGAH;0;0;0;-1
1312-5572504;0;50-70 Tahun;1;JAWA BARAT;0;0;0;-1
1912-PO66281;0;20-30 Tahun;1;SUMATERA UTARA;0;0;0;-1
2010-OI33347;0;30-40 Tahun;1;SUMATERA UTARA;0;1;0;-1
1909-Q790890;0;20-30 Tahun;1;DKI JAKARTA;0;1;0;-1
1808-T090479;0;20-30 Tahun;1;KALIMANTAN TIMUR;0;1;1;-1
2102-W560331;0;20-30 Tahun;1;JAWA BARAT;0;0;0;0
1605-G662632;0;30-40 Tahun;1;JAWA TIMUR;0;0;1;1
2101-T037242;0;40-50 Tahun;1;JAWA BARAT;0;0;0;-1
1809-T960029;0;20-30 Tahun;1;DKI JAKARTA;0;1;0;-1
1912-CX16925;0;30-40 Tahun;1;JAWA TIMUR;0;1;0;-1
1007-1172726;0;40-50 Tahun;1;DKI JAKARTA;0;1;1;-1
2111-CX20850;0;40-50 Tahun;1;DIY YOGYAKARTA;0;0;0;-1
1103-1856967;0;40-50 Tahun;1;JAWA BARAT;0;1;1;-1
1812-P614783;0;30-40 Tahun;1;BANTEN;0;0;0;-1
2003-T046665;0;20-30 Tahun;1;JAWA TENGAH;0;0;0;-1
1707-K450003;0;40-50 Tahun;1;JAWA BARAT;0;0;0;-1
2103-W540365;0;20-30 Tahun;1;DKI JAKARTA;0;1;1;-1
2011-PW46794;0;30-40 Tahun;1;JAWA TIMUR;0;0;0;-1
2109-LLK4919;0;30-40 Tahun;1;JAWA BARAT;0;0;0;-1
2101-Q782809;0;30-40 Tahun;1;SULAWESI SELATAN;0;1;0;-1
1704-L022603;0;40-50 Tahun;1;JAWA BARAT;0;1;0;0
1906-PW09602;0;20-30 Tahun;1;DKI JAKARTA;0;1;1;-1
1808-M516526;0;20-30 Tahun;1;SUMATERA UTARA;0;0;0;-1
2005-OI16994;0;30-40 Tahun;1;BANTEN;0;1;0;-1
1108-1927340;0;40-50 Tahun;1;DIY YOGYAKARTA;0;1;1;-1
2010-OP28958;0;30-40 Tahun;1;DKI JAKARTA;0;1;0;-1
2108-Q863702;0;20-30 Tahun;1;JAWA TENGAH;0;0;1;-1
1309-3133180;0;30-40 Tahun;1;JAWA BARAT;0;1;0;-1
1911-PQ98584;0;20-30 Tahun;1;JAWA TIMUR;0;1;0;-1
1901-Q777506;0;40-50 Tahun;1;JAWA BARAT;0;0;0;-1
2012-OP97689;0;30-40 Tahun;1;KEPULAUAN RIAU;0;0;0;-1
2012-PO77161;0;30-40 Tahun;0;SUMATERA UTARA;0;0;0;-1
1102-1922475;0;50-70 Tahun;1;SUMATERA UTARA;0;0;1;-1
2108-OQ10793;0;40-50 Tahun;0;BANTEN;1;1;0;-1
2103-4CX1000;0;20-30 Tahun;1;JAWA TIMUR;0;0;0;-1
2011-PW43980;0;30-40 Tahun;1;JAWA TENGAH;0;0;0;-1
1905-OI64016;0;20-30 Tahun;1;DKI JAKARTA;0;1;1;-1
2103-PQ35970;0;30-40 Tahun;0;DI  ACEH;0;1;1;-1
1112-5444314;0;50-70 Tahun;1;JAWA TIMUR;0;0;1;-1
1908-CX60210;0;30-40 Tahun;1;JAWA BARAT;0;0;0;-1
2012-AO24835;0;20-30 Tahun;1;JAWA TIMUR;0;1;0;-1
1903-M287642;0;20-30 Tahun;1;KALIMANTAN TIMUR;0;0;0;-1
1705-D476110;0;30-40 Tahun;1;JAWA BARAT;0;1;0;-1
2012-Q877394;0;30-40 Tahun;1;SULAWESI TENGAH;0;0;0;-1
1101-1814866;0;>70 Tahun;1;SUMATERA UTARA;0;0;0;-1
1803-DE16536;0;30-40 Tahun;1;SUMATERA SELATAN;0;1;0;-1
2201-W510283;0;30-40 Tahun;1;SUMATERA UTARA;0;0;0;-1
2101-OP57068;0;20-30 Tahun;1;JAWA TIMUR;0;0;0;-1
1712-W736331;0;40-50 Tahun;1;JAWA TENGAH;0;1;0;-1
2103-PQ26263;0;20-30 Tahun;1;JAWA TIMUR;0;0;0;-1
2007-TX26983;0;<20 Tahun;1;KALIMANTAN TIMUR;0;1;0;-1
2007-Q577981;0;20-30 Tahun;1;JAWA TENGAH;0;1;0;-1
1901-Q848743;0;20-30 Tahun;1;BANTEN;0;0;0;-1
2008-AN16834;0;20-30 Tahun;1;KALIMANTAN SELATAN;0;1;1;2
2012-4388065;0;30-40 Tahun;1;JAWA BARAT;0;0;0;-1
2109-RT36109;0;50-70 Tahun;0;SUMATERA UTARA;0;1;1;-1
1905-OI57794;0;20-30 Tahun;1;JAWA BARAT;0;0;0;-1
1907-OP35388;0;30-40 Tahun;1;DKI JAKARTA;0;0;0;-1
2101-KLK4047;0;20-30 Tahun;1;JAWA TIMUR;0;0;0;-1
1604-Y091249;0;30-40 Tahun;1;BANTEN;0;1;0;-1
2009-OI01488;0;20-30 Tahun;1;JAWA BARAT;0;0;1;-1
2005-M289061;0;30-40 Tahun;1;BANTEN;0;1;1;-1
2109-PA21817;0;20-30 Tahun;1;JAWA BARAT;0;0;0;-1
2201-FH25996;0;20-30 Tahun;0;JAWA TIMUR;0;1;0;-1
2010-W573646;0;40-50 Tahun;0;JAWA TIMUR;0;1;1;-1
1612-6759034;0;20-30 Tahun;1;DKI JAKARTA;0;1;0;-1
2012-M280717;0;30-40 Tahun;0;JAWA TIMUR;0;1;1;-1
2110-CPM0768;0;20-30 Tahun;1;SUMATERA UTARA;0;0;0;-1
1805-6757558;0;20-30 Tahun;1;JAWA BARAT;0;1;0;-1
1801-H172947;0;30-40 Tahun;1;DKI JAKARTA;0;0;0;-1
1501-1575468;0;40-50 Tahun;1;JAWA TIMUR;0;0;1;-1
1203-5413222;0;40-50 Tahun;1;DKI JAKARTA;0;0;0;-1
2010-TR04783;0;30-40 Tahun;1;JAWA TENGAH;0;1;0;-1
1911-OI45447;0;30-40 Tahun;1;SUMATERA SELATAN;0;1;0;-1
1903-Z770996;0;20-30 Tahun;1;JAMBI;0;0;0;-1
1811-YXC6513;0;20-30 Tahun;1;SULAWESI SELATAN;0;0;0;-1
1402-C899802;0;40-50 Tahun;1;JAWA TENGAH;0;0;0;0
2011-OP48218;0;30-40 Tahun;1;KEPULAUAN RIAU;0;1;0;-1
2101-PW07186;0;20-30 Tahun;1;JAWA TENGAH;0;1;1;-1
2010-AX27912;0;30-40 Tahun;1;JAWA TIMUR;0;0;0;-1
2109-PM15656;0;20-30 Tahun;1;JAWA BARAT;0;0;1;-1
1303-6617855;0;30-40 Tahun;1;SUMATERA SELATAN;0;1;0;-1
0808-1075548;0;30-40 Tahun;1;JAWA TIMUR;0;0;0;1
1812-E454007;0;30-40 Tahun;1;JAWA BARAT;0;0;1;-1
1412-6590162;0;30-40 Tahun;1;RIAU;0;1;0;-1
2009-YXC1852;0;20-30 Tahun;1;JAWA TIMUR;0;0;0;-1
1110-5448378;0;40-50 Tahun;1;DKI JAKARTA;0;0;1;-1
2102-W514257;0;20-30 Tahun;1;JAWA TIMUR;0;0;1;-1
1412-D351478;0;40-50 Tahun;1;JAWA TIMUR;0;1;0;-1
1607-E158780;0;50-70 Tahun;1;JAWA BARAT;0;1;0;-1
1810-1165251;0;30-40 Tahun;1;DKI JAKARTA;0;0;0;-1
1307-5430826;0;30-40 Tahun;1;JAWA BARAT;0;1;0;-1
1807-F146674;0;40-50 Tahun;1;DKI JAKARTA;0;0;0;-1
2001-Q869734;0;20-30 Tahun;1;BANTEN;0;0;0;-1
1605-H367276;0;30-40 Tahun;1;JAWA BARAT;0;0;1;-1
1711-H459528;0;30-40 Tahun;1;KALIMANTAN BARAT;0;1;0;-1
1801-D422312;0;20-30 Tahun;1;JAWA BARAT;0;1;0;-1
2102-OI05450;0;20-30 Tahun;1;JAWA BARAT;0;0;0;-1
2007-XNH9569;0;30-40 Tahun;1;SUMATERA SELATAN;0;0;0;-1
2102-QP19101;0;20-30 Tahun;1;JAWA BARAT;0;0;0;-1
2008-W514626;0;20-30 Tahun;1;JAWA TENGAH;0;1;1;-1
2102-TR19608;0;20-30 Tahun;1;JAWA TIMUR;0;0;1;-1
1807-H936087;0;20-30 Tahun;1;SUMATERA UTARA;0;0;0;-1
2011-T555117;0;20-30 Tahun;1;JAWA TIMUR;0;0;0;-1
1710-E451613;0;30-40 Tahun;1;JAWA TENGAH;0;0;0;-1
1805-W738713;0;30-40 Tahun;1;DKI JAKARTA;0;0;0;-1
1311-5579083;0;30-40 Tahun;0;JAWA TENGAH;0;1;0;-1
1208-5355728;0;50-70 Tahun;1;SUMATERA UTARA;0;1;0;-1
1310-4541699;0;30-40 Tahun;1;JAWA BARAT;0;1;0;0
2106-PKL0759;0;30-40 Tahun;0;JAWA TENGAH;0;1;0;-1
1304-8720380;0;50-70 Tahun;1;JAWA TENGAH;0;1;0;-1
0906-1139728;0;30-40 Tahun;1;BALI;0;0;0;0
1212-5311657;0;30-40 Tahun;1;DKI JAKARTA;0;0;0;-1
1708-F148661;0;50-70 Tahun;1;DKI JAKARTA;0;1;1;-1
1609-D087615;0;30-40 Tahun;1;SUMATERA SELATAN;0;0;0;-1
2002-CD12056;0;20-30 Tahun;1;JAWA TIMUR;0;1;0;-1
1105-1893447;0;50-70 Tahun;1;BANTEN;0;1;0;-1
2101-AF02556;0;20-30 Tahun;1;JAWA TENGAH;0;1;1;-1
2104-OP86095;0;20-30 Tahun;1;JAWA TIMUR;0;1;0;-1
1501-D350662;1;30-40 Tahun;1;JAWA TENGAH;0;0;0;-1
1606-E467933;0;30-40 Tahun;1;DKI JAKARTA;0;0;0;-1
1606-F737942;0;30-40 Tahun;1;JAWA TENGAH;0;0;0;-1
1112-5363901;0;40-50 Tahun;1;DKI JAKARTA;1;1;0;1
1609-H128608;0;30-40 Tahun;1;BENGKULU;0;1;0;1
2101-D421318;0;40-50 Tahun;1;BANTEN;0;0;0;-1
1809-H933881;0;30-40 Tahun;1;SUMATERA SELATAN;0;1;1;-1
2103-AX25324;0;20-30 Tahun;1;JAWA TENGAH;0;1;1;-1
2102-W514885;0;20-30 Tahun;1;JAWA BARAT;0;0;0;-1
2011-T571258;0;30-40 Tahun;1;JAWA BARAT;0;0;0;-1
2107-PRT0587;0;30-40 Tahun;1;SUMATERA SELATAN;0;0;1;-1
2002-I893916;0;20-30 Tahun;1;JAWA TIMUR;0;0;0;-1
2101-Q875108;0;30-40 Tahun;1;JAWA TENGAH;0;1;0;-1
0807-8864136;0;40-50 Tahun;1;RIAU;0;1;0;1
2009-TX15357;0;30-40 Tahun;1;JAWA BARAT;0;0;0;-1
2103-PR17200;0;30-40 Tahun;1;SULAWESI UTARA;0;0;1;-1
2101-W572999;0;20-30 Tahun;1;JAWA TENGAH;0;1;1;-1
0906-1577854;0;30-40 Tahun;1;DI  ACEH;0;1;0;-1
2009-PW06823;0;20-30 Tahun;1;JAWA BARAT;0;1;0;-1
1404-4548206;0;40-50 Tahun;1;JAWA BARAT;0;0;0;1
1403-1285706;0;30-40 Tahun;1;JAWA TENGAH;0;1;0;-1
1904-Q837270;0;20-30 Tahun;1;JAWA TIMUR;0;0;0;-1
2003-Q821118;0;20-30 Tahun;1;JAWA BARAT;0;1;0;-1
2101-4CX2008;0;40-50 Tahun;0;JAWA TENGAH;0;1;0;-1
2109-YXC6662;0;30-40 Tahun;1;SUMATERA UTARA;0;1;0;-1
1004-1444803;0;50-70 Tahun;1;DIY YOGYAKARTA;1;1;0;-1
1803-W737899;0;20-30 Tahun;1;BANTEN;0;1;1;-1
2109-TR12652;0;20-30 Tahun;1;BALI;0;0;1;-1
2001-OP72226;0;20-30 Tahun;1;JAWA TENGAH;0;1;0;0
1701-5317353;0;30-40 Tahun;1;DKI JAKARTA;0;0;0;-1
1807-F146744;0;30-40 Tahun;1;DKI JAKARTA;0;0;1;-1
1101-1107956;0;40-50 Tahun;1;DI  ACEH;0;1;0;3
1906-Q761479;0;30-40 Tahun;1;DKI JAKARTA;0;1;0;-1
1901-M309455;0;20-30 Tahun;1;JAWA BARAT;0;0;1;-1
2102-OP58054;0;20-30 Tahun;1;JAWA TIMUR;0;0;0;-1
0705-0345418;0;40-50 Tahun;1;JAWA TENGAH;0;1;1;1
2011-OI64376;0;30-40 Tahun;1;JAWA TIMUR;0;0;0;-1
1810-D474365;0;40-50 Tahun;1;JAWA BARAT;0;0;1;1
2105-W579967;0;30-40 Tahun;1;JAWA TENGAH;0;0;0;-1
1803-H454019;0;30-40 Tahun;1;JAWA TIMUR;0;1;0;-1
2101-EV13186;0;20-30 Tahun;1;JAWA TIMUR;0;0;0;-1
2003-Q833112;0;20-30 Tahun;1;JAWA TENGAH;0;0;0;-1
1610-W710371;0;30-40 Tahun;1;JAWA BARAT;0;1;0;-1
1908-OI01968;0;20-30 Tahun;1;JAWA BARAT;0;0;0;-1
2101-OP32665;0;50-70 Tahun;1;SULAWESI UTARA;0;1;0;-1
2010-RO81904;0;20-30 Tahun;1;JAWA TIMUR;0;1;0;-1
1102-1101284;0;30-40 Tahun;1;BANTEN;0;1;1;-1
1912-CX40674;0;30-40 Tahun;1;JAWA TENGAH;0;0;0;-1
2011-K797558;0;20-30 Tahun;1;JAWA TENGAH;0;0;0;-1
1206-7362215;0;20-30 Tahun;1;JAWA TIMUR;0;0;1;-1
1501-F044071;0;30-40 Tahun;1;JAWA BARAT;0;0;0;-1
1812-F147117;0;20-30 Tahun;1;BANTEN;0;1;1;0
2009-Q878767;0;40-50 Tahun;1;JAWA BARAT;0;1;0;-1
2010-PQ61861;0;40-50 Tahun;1;SUMATERA UTARA;0;1;0;-1
1305-5375836;0;30-40 Tahun;1;BALI;0;0;0;-1
1208-1957908;0;20-30 Tahun;1;JAWA BARAT;0;1;0;-1
1409-6653738;0;20-30 Tahun;1;BALI;0;0;0;-1
1907-Q824741;0;30-40 Tahun;1;JAWA TENGAH;0;0;0;-1
0812-1147140;0;30-40 Tahun;1;DKI JAKARTA;0;0;1;0
2101-W548934;0;50-70 Tahun;0;BANTEN;0;1;1;-1
1707-D653053;0;50-70 Tahun;0;JAWA TIMUR;0;1;0;-1
2103-PO73491;0;20-30 Tahun;1;SULAWESI SELATAN;0;0;1;-1
2007-PQ20424;0;30-40 Tahun;1;JAWA TENGAH;0;0;0;-1
1905-Q831974;0;20-30 Tahun;1;DKI JAKARTA;0;0;0;-1
1207-6612358;0;30-40 Tahun;1;JAWA TENGAH;0;0;0;-1
2108-AL10608;0;30-40 Tahun;1;RIAU;0;0;1;-1
2012-M284600;0;30-40 Tahun;1;DI  ACEH;0;1;0;-1
1001-1539559;0;40-50 Tahun;1;DI  ACEH;0;0;0;-1
1809-F055112;0;20-30 Tahun;1;JAWA BARAT;0;0;1;-1
2111-PA34944;0;20-30 Tahun;1;SUMATERA UTARA;0;1;0;-1
2005-RO73467;0;30-40 Tahun;1;JAWA TIMUR;0;1;1;-1
1912-AO22595;0;30-40 Tahun;1;KALIMANTAN TIMUR;0;0;1;0
1707-H363795;0;30-40 Tahun;1;JAWA TIMUR;0;1;0;-1
2010-R078871;0;30-40 Tahun;1;NUSA TENGGARA BARAT;0;1;0;-1
2001-Q785319;0;50-70 Tahun;0;JAWA TIMUR;0;1;1;-1
1611-D426059;0;50-70 Tahun;1;DKI JAKARTA;0;1;1;-1
1901-Q784050;0;20-30 Tahun;1;JAWA BARAT;0;1;1;-1
1811-3072158;0;20-30 Tahun;1;BANTEN;0;0;0;-1
1910-PO78982;0;50-70 Tahun;1;JAWA TIMUR;0;1;0;-1
1401-D652154;0;50-70 Tahun;1;JAWA TIMUR;0;1;0;-1
1501-C908184;0;30-40 Tahun;1;RIAU;0;1;0;-1
2010-3CX4571;0;20-30 Tahun;0;JAWA TENGAH;0;1;0;-1
2002-R078152;0;20-30 Tahun;1;JAWA BARAT;0;0;1;-1
1807-Y929807;0;30-40 Tahun;1;DKI JAKARTA;0;1;0;-1
1905-W552739;0;30-40 Tahun;1;JAWA BARAT;0;0;1;-1
2012-PW49832;0;20-30 Tahun;1;KALIMANTAN TIMUR;0;0;0;-1
1209-5411922;0;30-40 Tahun;1;DKI JAKARTA;0;1;0;-1
2109-PA23316;0;30-40 Tahun;1;SUMATERA SELATAN;0;0;0;-1
1006-1174714;0;30-40 Tahun;1;KALIMANTAN TIMUR;0;0;0;-1
1404-7033819;0;50-70 Tahun;1;JAWA TENGAH;0;1;1;-1
2012-Q868125;0;30-40 Tahun;1;SUMATERA BARAT;0;1;0;-1
2104-I883343;0;30-40 Tahun;1;JAWA TENGAH;0;0;0;-1
